seed,T,deltaG_backend,mh_proposals,mh_accepted,mh_rejected,acceptance_rate,n,m,cyclomatic,E_3d,total_fdm,total_entangled,penalty_factor_3d,elapsed_sec
49,10.0,fdm,23,22,1,0.9565217391304348,20,22,3,0.024609076014201554,6.918549289601704,7.088808394977509,1.024609076014201,0.8672237396240234
0,10.0,fdm_entanglement,8,8,0,1.0,7,8,2,0.056060807467102854,4.2301502412268155,4.46729587945715,1.0560608074671027,0.5884168148040771
1,10.0,fdm_entanglement,16,15,1,0.9375,13,15,3,0.17047978835691413,5.645910492725127,6.608424118606983,1.1704797883569134,2.785379409790039
2,10.0,fdm_entanglement,27,27,0,1.0,25,27,3,0.040573084888313994,7.1288142815984505,7.418052268496451,1.0405730848739612,11.118845701217651
3,10.0,fdm_entanglement,27,27,0,1.0,25,27,3,0.044299636894153505,6.969232452075868,7.195156603860319,1.0324173649448523,10.846140623092651
4,10.0,fdm_entanglement,10,9,1,0.9,7,9,3,0.2786663190074017,3.8608053211531512,4.936681728403093,1.2786663190074026,0.7826888561248779
5,10.0,fdm_entanglement,16,14,2,0.875,12,14,3,0.10468381564384338,5.699757042082826,6.296429357490959,1.1046838156438499,2.152200222015381
6,10.0,fdm_entanglement,16,15,1,0.9375,13,15,3,0.031168709633319552,5.70230976356201,5.880043400821717,1.0311687096333195,2.5098438262939453
7,10.0,fdm_entanglement,10,9,1,0.9,7,9,3,0.1616317213533076,3.721975254040837,4.323564521185866,1.161631721353306,0.8452913761138916
8,10.0,fdm_entanglement,26,26,0,1.0,24,26,3,0.0020005066609694497,6.903790806092014,6.9176018855855395,1.0020005066609692,9.988110303878784
9,10.0,fdm_entanglement,11,11,0,1.0,9,11,3,0.07311798418500365,4.6546272321156,4.9949641924604995,1.073117984185,1.171076774597168
10,10.0,fdm_entanglement,7,7,0,1.0,5,7,3,0.4371135319695898,3.3380136975487065,4.797104654647104,1.4371135319695933,0.4179048538208008
11,10.0,fdm_entanglement,5,5,0,1.0,4,5,2,0.05952690734087161,2.8443619162370184,3.0136779844687633,1.0595269073408715,0.23961687088012695
12,10.0,fdm_entanglement,9,9,0,1.0,7,9,3,0.13488022070441455,3.9132201768246904,4.4410361779397745,1.134880220704415,0.7263598442077637
13,10.0,fdm_entanglement,11,11,0,1.0,9,11,3,0.08240456091955187,4.540442132459563,4.914595272765529,1.0824045609195523,1.1662075519561768
14,10.0,fdm_entanglement,18,18,0,1.0,16,18,3,0.02508316816628019,6.007595237135984,6.158284758654202,1.025083168151331,3.8785409927368164
15,10.0,fdm_entanglement,10,9,1,0.9,7,9,3,0.16600096203224765,3.8608053211531512,4.501702718683799,1.1660009620322485,0.7625164985656738
16,10.0,fdm_entanglement,11,11,0,1.0,9,11,3,0.0861172805765907,4.509368522108591,4.8977030763502585,1.0861172805765897,1.1711320877075195
17,10.0,fdm_entanglement,17,17,0,1.0,16,17,2,0.021977462525108706,6.66519613911581,6.811680237485712,1.0219774625251064,3.3575644493103027
18,10.0,fdm_entanglement,27,26,1,0.9629629629629629,25,26,2,0.008854265751798878,6.946567073311599,7.008073824241399,1.0088542657517994,9.711364984512329
19,10.0,fdm_entanglement,6,6,0,1.0,6,6,1,0.03399378763145169,3.5441155712056793,3.6645934832745657,1.0339937876314516,0.3747978210449219
20,10.0,fdm_entanglement,11,10,1,0.9090909090909091,8,10,3,0.1066182352787805,4.4379402855069525,4.911105647020309,1.1066182352787801,0.9614176750183105
21,10.0,fdm_entanglement,11,11,0,1.0,9,11,3,0.14174518808461845,5.032864161838117,5.7462484390622,1.1417451880846192,1.1797397136688232
22,10.0,fdm_entanglement,24,24,0,1.0,22,24,3,0.02026068712069288,6.350422798369489,6.47908658310308,1.0202606643398022,8.196959018707275
23,10.0,fdm_entanglement,28,27,1,0.9642857142857143,25,27,3,0.003982105587573697,6.651964144394904,6.678453098155374,1.0039821251566412,11.447634220123291
24,10.0,fdm_entanglement,27,27,0,1.0,25,27,3,0.005667311312576386,6.961098184254849,7.000548894742485,1.005667311312584,10.914870977401733
25,10.0,fdm_entanglement,13,13,0,1.0,11,13,3,0.21805353689832935,5.098746007076028,6.210545607664207,1.2180535368981364,1.7423770427703857
26,10.0,fdm_entanglement,23,22,1,0.9565217391304348,21,22,2,0.0126882602476795,6.643011722731272,6.727299984297741,1.0126882602476899,6.511489391326904
27,10.0,fdm_entanglement,27,27,0,1.0,25,27,3,0.0618331340172648,6.855974850737374,7.279901262501417,1.0618331340171776,11.024481773376465
28,10.0,fdm_entanglement,16,16,0,1.0,14,16,3,0.060399293843656485,5.488093186775454,5.819570139804864,1.0603992938436548,2.8766233921051025
29,10.0,fdm_entanglement,20,18,2,0.9,16,18,3,0.048679154336440635,6.0438020736380285,6.3380092475595555,1.0486791543364409,4.032981872558594
30,10.0,fdm_entanglement,21,21,0,1.0,20,21,2,0.021120637611713674,6.62058813605424,6.760428001238251,1.021121970180032,5.989602088928223
31,10.0,fdm_entanglement,23,22,1,0.9565217391304348,22,22,1,0.00016122167153317593,7.400294146478245,7.401487234269264,1.0001612216713827,6.2349488735198975
32,10.0,fdm_entanglement,7,7,0,1.0,5,7,3,0.14569819108151655,3.3380136975487065,3.824356255086875,1.1456981910815158,0.43102288246154785
33,10.0,fdm_entanglement,18,17,1,0.9444444444444444,15,17,3,0.0636618864785519,5.858959123971752,6.231951514604525,1.0636618864785532,3.3502614498138428
34,10.0,fdm_entanglement,17,16,1,0.9411764705882353,15,16,2,0.008300871995285192,5.9997903618532575,6.049593853645548,1.0083008719952853,2.899716377258301
35,10.0,fdm_entanglement,7,6,1,0.8571428571428571,4,6,3,0.6002979266599566,2.8443619162370184,4.551826477224642,1.6002979266599568,0.3000223636627197
36,10.0,fdm_entanglement,10,9,1,0.9,7,9,3,0.10798194069201875,4.146852200959427,4.594637349381996,1.1079819406920188,0.7736563682556152
37,10.0,fdm_entanglement,27,27,0,1.0,25,27,3,0.03513506841547893,7.079188474588889,7.327916093068075,1.035135046816737,10.850121021270752
38,10.0,fdm_entanglement,24,24,0,1.0,22,24,3,0.04731624460814077,7.105688515092346,7.441903010979117,1.0473162446077755,8.078813791275024
39,10.0,fdm_entanglement,18,18,0,1.0,16,18,3,0.015278112877415147,6.487204821726073,6.586317069251099,1.0152781128773818,3.880988121032715
40,10.0,fdm_entanglement,16,15,1,0.9375,13,15,3,0.3429910473928334,6.508446831915421,8.740785827697161,1.3429910473932178,2.4685792922973633
41,10.0,fdm_entanglement,19,17,2,0.8947368421052632,15,17,3,0.04994992930726959,7.012591412710833,7.362869857998494,1.0499499293018493,3.39328670501709
42,10.0,fdm_entanglement,11,9,2,0.8181818181818182,7,9,3,0.28603942170345614,4.500373878463549,5.787658220108604,1.2860394217034565,0.8321130275726318
43,10.0,fdm_entanglement,11,11,0,1.0,9,11,3,0.21125604546882917,4.331914993156641,5.247058223918044,1.2112560454688295,1.163254976272583
44,10.0,fdm_entanglement,7,7,0,1.0,5,7,3,0.3470285561694945,3.3380136975487065,4.4963997714830235,1.3470285561694926,0.44980835914611816
45,10.0,fdm_entanglement,27,27,0,1.0,25,27,3,0.04350907247536115,6.930065819180044,7.231586537090204,1.043509069867079,11.233554601669312
46,10.0,fdm_entanglement,10,10,0,1.0,9,10,2,0.04368542677835437,4.717895661411514,4.923998946876019,1.0436854267783535,0.9611968994140625
47,10.0,fdm_entanglement,10,9,1,0.9,7,9,3,0.19343867202924298,3.9996353882654656,4.773319546372697,1.1934386720292416,0.7988564968109131
48,10.0,fdm_entanglement,25,25,0,1.0,23,25,3,0.0028838483125307236,6.582483229257444,6.6014661529670144,1.0028838544738248,9.348419666290283
49,10.0,fdm_entanglement,23,22,1,0.9565217391304348,20,22,3,0.0367217350573951,6.918549289601704,7.172610126145392,1.036721692064192,6.4908740520477295
0,1000000000.0,fdm,17,17,0,1.0,17,17,1,0.007757414095093871,6.561005551223525,6.611901988164536,1.0077574140950878,0.6210489273071289
1,1000000000.0,fdm,17,17,0,1.0,15,17,3,0.02717852039385385,6.13464049067547,6.301370942359894,1.0271785203937949,0.49549293518066406
2,1000000000.0,fdm,17,17,0,1.0,18,17,0,0.0002504276687319359,6.623020407479665,6.624678995040274,1.0002504276687318,0.6669723987579346
3,1000000000.0,fdm,26,26,0,1.0,25,26,2,0.0027414703674604694,7.405414922504601,7.425716646040104,1.002741470092892,1.3502726554870605
4,1000000000.0,fdm,9,9,0,1.0,8,9,2,0.06179343350839633,4.551575758795048,4.83283325280458,1.0617934335083967,0.16199684143066406
5,1000000000.0,fdm,11,11,0,1.0,9,11,3,0.13343259053258433,4.47717370316365,5.074574588641146,1.1334325905325857,0.1928560733795166
6,1000000000.0,fdm,7,7,0,1.0,5,7,3,0.142560948699335,3.139857080327591,3.587478084479418,1.1425609486993356,0.09009861946105957
7,1000000000.0,fdm,13,13,0,1.0,11,13,3,0.17099176810254996,4.959528915972835,5.807567534270739,1.1709917681025472,0.2802753448486328
8,1000000000.0,fdm,23,23,0,1.0,21,23,3,0.012926024535659626,6.705183853341052,6.791855222818242,1.0129260243078948,0.9330828189849854
9,1000000000.0,fdm,15,15,0,1.0,13,15,3,0.12499364712957231,5.505766792453165,6.193952664086778,1.1249936471295732,0.36975789070129395
10,1000000000.0,fdm,11,11,0,1.0,9,11,3,0.07268625150112751,4.801770174459879,5.150792849011195,1.0726862515011093,0.19738507270812988
11,1000000000.0,fdm,15,15,0,1.0,13,15,3,0.06838412296188284,6.233290300147724,6.659548390490139,1.0683841229618831,0.36301159858703613
12,1000000000.0,fdm,19,19,0,1.0,17,19,3,0.03849996259900953,6.5282816658831715,6.779620265076304,1.0384999624796567,0.6112697124481201
13,1000000000.0,fdm,8,8,0,1.0,6,8,3,0.14130342931643675,3.7078272965260886,4.231756008838323,1.1413034293164381,0.10403132438659668
14,1000000000.0,fdm,27,27,0,1.0,25,27,3,0.01133518637556366,6.844325605727398,6.9218915940144745,1.0113328898645864,1.2902920246124268
15,1000000000.0,fdm,15,15,0,1.0,13,15,3,0.03667478558418441,5.16989014746856,5.359494760120934,1.0366747855842187,0.3808927536010742
16,1000000000.0,fdm,13,13,0,1.0,11,13,3,0.03730543940061113,5.059455941857969,5.248201168897018,1.037305439400612,0.2826118469238281
17,1000000000.0,fdm,27,27,0,1.0,25,27,3,0.009245937708419602,7.186504632859527,7.252950607036214,1.0092459377084195,1.2677786350250244
18,1000000000.0,fdm,27,27,0,1.0,25,27,3,0.05252301542999169,7.572624511823064,7.970361585904388,1.0525230154301644,1.2995705604553223
19,1000000000.0,fdm,7,7,0,1.0,7,7,1,0.0353088110067995,3.996518217092079,4.1376305235046145,1.0353088110067994,0.12323880195617676
20,1000000000.0,fdm,21,21,0,1.0,19,21,3,0.0597199486318144,5.999430599075511,6.357716286454486,1.059719948662159,0.7378075122833252
21,1000000000.0,fdm,27,27,0,1.0,25,27,3,0.003236347482266738,6.657359652486247,6.678905187070912,1.003236348298626,1.3087239265441895
22,1000000000.0,fdm,19,19,0,1.0,17,19,3,0.06716655345982968,6.278124056559238,6.699804011631541,1.0671665534598256,0.6225666999816895
23,1000000000.0,fdm,26,26,0,1.0,25,26,2,0.008407777669904441,6.5546563280850965,6.609766421194314,1.0084077776699114,1.2733876705169678
24,1000000000.0,fdm,20,20,0,1.0,18,20,3,0.0643593939696369,5.577376896876012,5.9363334938992,1.0643593939696359,0.7027568817138672
25,1000000000.0,fdm,22,22,0,1.0,20,22,3,0.07344794312538601,6.610776646674206,7.096324593833914,1.0734479431254087,0.8205552101135254
26,1000000000.0,fdm,19,19,0,1.0,17,19,3,0.01402866584050821,5.961973783187926,6.045612320841632,1.014028665790104,0.626246452331543
27,1000000000.0,fdm,26,26,0,1.0,24,26,3,0.08380892058024081,7.059362530631546,7.65100008422088,1.083808920567847,1.212177038192749
28,1000000000.0,fdm,25,25,0,1.0,23,25,3,0.021196095286286173,6.910668961251,7.0570712117449395,1.0211849607201322,1.075777530670166
29,1000000000.0,fdm,26,26,0,1.0,24,26,3,0.004521327085163503,6.591769942397805,6.621574823547094,1.0045215293327496,1.195622444152832
30,1000000000.0,fdm,23,23,0,1.0,21,23,3,0.02967246102966282,6.45457264671425,6.646095702037011,1.0296724610296635,0.9142551422119141
31,1000000000.0,fdm,17,17,0,1.0,16,17,2,0.027215395000658497,5.913655247495732,6.074258670998561,1.0271580632927224,0.5717625617980957
32,1000000000.0,fdm,20,20,0,1.0,18,20,3,0.044285363971231895,6.4892259870281634,6.776603721755355,1.044285363971243,0.708763837814331
33,1000000000.0,fdm,20,20,0,1.0,18,20,3,0.08234776844428952,6.238693940311744,6.752436464303297,1.0823477684442846,0.6880044937133789
34,1000000000.0,fdm,9,9,0,1.0,7,9,3,0.30198274288643023,3.9132201768246904,5.094945139340737,1.3019827428864317,0.13849878311157227
35,1000000000.0,fdm,6,6,0,1.0,4,6,3,0.6002979266599561,2.8443619162370184,4.551826477224642,1.6002979266599568,0.07059192657470703
36,1000000000.0,fdm,14,14,0,1.0,12,14,3,0.118752519196469,5.2799753703306305,5.906985746833775,1.1187525191928842,0.32517433166503906
37,1000000000.0,fdm,27,27,0,1.0,25,27,3,0.018192325944952768,6.630121026882093,6.750738349665784,1.0181923259461845,1.261162519454956
38,1000000000.0,fdm,24,24,0,1.0,22,24,3,0.014558241799217043,6.5574041399016405,6.652868414944015,1.0145582417989882,1.010136604309082
39,1000000000.0,fdm,23,23,0,1.0,21,23,3,0.009456678901624495,7.2458048634488845,7.3143261152265255,1.0094566791500683,0.9186098575592041
40,1000000000.0,fdm,14,14,0,1.0,12,14,3,0.06083283467894837,5.800446635444253,6.153304246682297,1.0608328346789486,0.3386199474334717
41,1000000000.0,fdm,22,22,0,1.0,21,22,2,0.004194402335146758,6.682788434169244,6.710818737583073,1.0041944023351852,0.928255558013916
42,1000000000.0,fdm,27,27,0,1.0,25,27,3,0.0006391105008570373,6.993318959157698,6.9977884627403295,1.0006391105008559,1.2816667556762695
43,1000000000.0,fdm,15,15,0,1.0,13,15,3,0.14122244637593645,5.339816364172954,6.093918294319727,1.1412224463759384,0.3786180019378662
44,1000000000.0,fdm,12,12,0,1.0,10,12,3,0.06734771944436749,5.026294458154376,5.364803927166938,1.067347719444368,0.2439885139465332
45,1000000000.0,fdm,23,23,0,1.0,21,23,3,0.01000871283330295,6.369739760863185,6.433492656952533,1.0100087128333024,0.8954815864562988
46,1000000000.0,fdm,17,17,0,1.0,16,17,2,0.016378982752234796,7.208727621029482,7.326799246399865,1.0163789827522325,0.5457160472869873
47,1000000000.0,fdm,12,12,0,1.0,10,12,3,0.08317156382426831,4.7875426853034995,5.185730097315568,1.0831715638242558,0.25899410247802734
48,1000000000.0,fdm,23,23,0,1.0,21,23,3,0.03586645364261531,6.977061132691861,7.227303631627666,1.0358664621359361,0.9051060676574707
49,1000000000.0,fdm,21,21,0,1.0,20,21,2,0.004066914614593187,6.454270649107905,6.480519616737304,1.0040669146145935,0.8732242584228516
0,1000000000.0,fdm_entanglement,17,17,0,1.0,17,17,1,0.007757414095093871,6.561005551223525,6.611901988164536,1.0077574140950878,0.5992295742034912
1,1000000000.0,fdm_entanglement,17,17,0,1.0,15,17,3,0.02717852039385385,6.13464049067547,6.301370942359894,1.0271785203937949,0.4882216453552246
2,1000000000.0,fdm_entanglement,17,17,0,1.0,18,17,0,0.0002504276687319359,6.623020407479665,6.624678995040274,1.0002504276687318,0.6687541007995605
3,1000000000.0,fdm_entanglement,26,26,0,1.0,25,26,2,0.0027414703674604694,7.405414922504601,7.425716646040104,1.002741470092892,1.2697546482086182
4,1000000000.0,fdm_entanglement,9,9,0,1.0,8,9,2,0.06179343350839633,4.551575758795048,4.83283325280458,1.0617934335083967,0.16112685203552246
5,1000000000.0,fdm_entanglement,11,11,0,1.0,9,11,3,0.13343259053258433,4.47717370316365,5.074574588641146,1.1334325905325857,0.20012593269348145
6,1000000000.0,fdm_entanglement,7,7,0,1.0,5,7,3,0.142560948699335,3.139857080327591,3.587478084479418,1.1425609486993356,0.07970046997070312
7,1000000000.0,fdm_entanglement,13,13,0,1.0,11,13,3,0.17099176810254996,4.959528915972835,5.807567534270739,1.1709917681025472,0.32553720474243164
8,1000000000.0,fdm_entanglement,23,23,0,1.0,21,23,3,0.012926024535659626,6.705183853341052,6.791855222818242,1.0129260243078948,0.9172334671020508
9,1000000000.0,fdm_entanglement,15,15,0,1.0,13,15,3,0.12499364712957231,5.505766792453165,6.193952664086778,1.1249936471295732,0.3611927032470703
10,1000000000.0,fdm_entanglement,11,11,0,1.0,9,11,3,0.07268625150112751,4.801770174459879,5.150792849011195,1.0726862515011093,0.20898151397705078
11,1000000000.0,fdm_entanglement,15,15,0,1.0,13,15,3,0.06838412296188284,6.233290300147724,6.659548390490139,1.0683841229618831,0.38607239723205566
12,1000000000.0,fdm_entanglement,19,19,0,1.0,17,19,3,0.03849996259900953,6.5282816658831715,6.779620265076304,1.0384999624796567,0.6101529598236084
13,1000000000.0,fdm_entanglement,8,8,0,1.0,6,8,3,0.14130342931643675,3.7078272965260886,4.231756008838323,1.1413034293164381,0.1092381477355957
14,1000000000.0,fdm_entanglement,27,27,0,1.0,25,27,3,0.01133518637556366,6.844325605727398,6.9218915940144745,1.0113328898645864,1.2854268550872803
15,1000000000.0,fdm_entanglement,15,15,0,1.0,13,15,3,0.03667478558418441,5.16989014746856,5.359494760120934,1.0366747855842187,0.36902546882629395
16,1000000000.0,fdm_entanglement,13,13,0,1.0,11,13,3,0.03730543940061113,5.059455941857969,5.248201168897018,1.037305439400612,0.31151843070983887
17,1000000000.0,fdm_entanglement,27,27,0,1.0,25,27,3,0.009245937708419602,7.186504632859527,7.252950607036214,1.0092459377084195,1.312227487564087
18,1000000000.0,fdm_entanglement,27,27,0,1.0,25,27,3,0.05252301542999169,7.572624511823064,7.970361585904388,1.0525230154301644,1.2882890701293945
19,1000000000.0,fdm_entanglement,7,7,0,1.0,7,7,1,0.0353088110067995,3.996518217092079,4.1376305235046145,1.0353088110067994,0.12792515754699707
20,1000000000.0,fdm_entanglement,21,21,0,1.0,19,21,3,0.0597199486318144,5.999430599075511,6.357716286454486,1.059719948662159,0.8333618640899658
21,1000000000.0,fdm_entanglement,27,27,0,1.0,25,27,3,0.003236347482266738,6.657359652486247,6.678905187070912,1.003236348298626,1.271550178527832
22,1000000000.0,fdm_entanglement,19,19,0,1.0,17,19,3,0.06716655345982968,6.278124056559238,6.699804011631541,1.0671665534598256,0.6164736747741699
23,1000000000.0,fdm_entanglement,26,26,0,1.0,25,26,2,0.008407777669904441,6.5546563280850965,6.609766421194314,1.0084077776699114,1.2717719078063965
24,1000000000.0,fdm_entanglement,20,20,0,1.0,18,20,3,0.0643593939696369,5.577376896876012,5.9363334938992,1.0643593939696359,0.6672379970550537
25,1000000000.0,fdm_entanglement,22,22,0,1.0,20,22,3,0.07344794312538601,6.610776646674206,7.096324593833914,1.0734479431254087,0.8447878360748291
26,1000000000.0,fdm_entanglement,19,19,0,1.0,17,19,3,0.01402866584050821,5.961973783187926,6.045612320841632,1.014028665790104,0.6118118762969971
27,1000000000.0,fdm_entanglement,26,26,0,1.0,24,26,3,0.08380892058024081,7.059362530631546,7.65100008422088,1.083808920567847,1.1431927680969238
28,1000000000.0,fdm_entanglement,25,25,0,1.0,23,25,3,0.021196095286286173,6.910668961251,7.0570712117449395,1.0211849607201322,1.0945324897766113
29,1000000000.0,fdm_entanglement,26,26,0,1.0,24,26,3,0.004521327085163503,6.591769942397805,6.621574823547094,1.0045215293327496,1.1620566844940186
30,1000000000.0,fdm_entanglement,23,23,0,1.0,21,23,3,0.02967246102966282,6.45457264671425,6.646095702037011,1.0296724610296635,0.8897950649261475
31,1000000000.0,fdm_entanglement,17,17,0,1.0,16,17,2,0.027215395000658497,5.913655247495732,6.074258670998561,1.0271580632927224,0.5603311061859131
32,1000000000.0,fdm_entanglement,20,20,0,1.0,18,20,3,0.044285363971231895,6.4892259870281634,6.776603721755355,1.044285363971243,0.6663448810577393
33,1000000000.0,fdm_entanglement,20,20,0,1.0,18,20,3,0.08234776844428952,6.238693940311744,6.752436464303297,1.0823477684442846,0.6903507709503174
34,1000000000.0,fdm_entanglement,9,9,0,1.0,7,9,3,0.30198274288643023,3.9132201768246904,5.094945139340737,1.3019827428864317,0.1385178565979004
35,1000000000.0,fdm_entanglement,6,6,0,1.0,4,6,3,0.6002979266599561,2.8443619162370184,4.551826477224642,1.6002979266599568,0.06377959251403809
36,1000000000.0,fdm_entanglement,14,14,0,1.0,12,14,3,0.118752519196469,5.2799753703306305,5.906985746833775,1.1187525191928842,0.31733083724975586
37,1000000000.0,fdm_entanglement,27,27,0,1.0,25,27,3,0.018192325944952768,6.630121026882093,6.750738349665784,1.0181923259461845,1.257030963897705
38,1000000000.0,fdm_entanglement,24,24,0,1.0,22,24,3,0.014558241799217043,6.5574041399016405,6.652868414944015,1.0145582417989882,0.966468334197998
39,1000000000.0,fdm_entanglement,23,23,0,1.0,21,23,3,0.009456678901624495,7.2458048634488845,7.3143261152265255,1.0094566791500683,0.8785374164581299
40,1000000000.0,fdm_entanglement,14,14,0,1.0,12,14,3,0.06083283467894837,5.800446635444253,6.153304246682297,1.0608328346789486,0.3166511058807373
41,1000000000.0,fdm_entanglement,22,22,0,1.0,21,22,2,0.004194402335146758,6.682788434169244,6.710818737583073,1.0041944023351852,0.8717472553253174
42,1000000000.0,fdm_entanglement,27,27,0,1.0,25,27,3,0.0006391105008570373,6.993318959157698,6.9977884627403295,1.0006391105008559,1.2286114692687988
43,1000000000.0,fdm_entanglement,15,15,0,1.0,13,15,3,0.14122244637593645,5.339816364172954,6.093918294319727,1.1412224463759384,0.3712446689605713
44,1000000000.0,fdm_entanglement,12,12,0,1.0,10,12,3,0.06734771944436749,5.026294458154376,5.364803927166938,1.067347719444368,0.23848295211791992
45,1000000000.0,fdm_entanglement,23,23,0,1.0,21,23,3,0.01000871283330295,6.369739760863185,6.433492656952533,1.0100087128333024,0.9283490180969238
46,1000000000.0,fdm_entanglement,17,17,0,1.0,16,17,2,0.016378982752234796,7.208727621029482,7.326799246399865,1.0163789827522325,0.5381219387054443
47,1000000000.0,fdm_entanglement,12,12,0,1.0,10,12,3,0.08317156382426831,4.7875426853034995,5.185730097315568,1.0831715638242558,0.2284080982208252
48,1000000000.0,fdm_entanglement,23,23,0,1.0,21,23,3,0.03586645364261531,6.977061132691861,7.227303631627666,1.0358664621359361,0.8903863430023193
49,1000000000.0,fdm_entanglement,21,21,0,1.0,20,21,2,0.004066914614593187,6.454270649107905,6.480519616737304,1.0040669146145935,0.8263015747070312
